601\,RU\,Town_name601\,Аз\,900000
602\,RU\,Town_name602\,Аз\,900000
603\,RU\,Town_name603\,Аз\,900000
604\,RU\,Town_name604\,Аз\,900000
605\,RU\,Town_name605\,Аз\,900000
606\,RU\,Town_name606\,Аз\,900000
607\,RU\,Town_name607\,Аз\,900000
608\,RU\,Town_name608\,Аз\,900000
609\,RU\,Town_name609\,Аз\,900000
610\,RU\,Town_name610\,Аз\,900000
611\,RU\,Town_name611\,Аз\,900000
612\,RU\,Town_name612\,Аз\,900000
613\,RU\,Town_name613\,Аз\,900000
614\,RU\,Town_name614\,Аз\,900000
615\,RU\,Town_name615\,Аз\,900000
616\,RU\,Town_name616\,Аз\,900000
617\,RU\,Town_name617\,Аз\,900000
618\,RU\,Town_name618\,Аз\,900000
619\,RU\,Town_name619\,Аз\,900000
620\,RU\,Town_name620\,Аз\,900000
621\,RU\,Town_name621\,Аз\,900000
622\,RU\,Town_name622\,Аз\,900000
623\,RU\,Town_name623\,Аз\,900000
624\,RU\,Town_name624\,Аз\,900000
625\,RU\,Town_name625\,Аз\,900000
626\,RU\,Town_name626\,Аз\,900000
627\,RU\,Town_name627\,Аз\,900000
628\,RU\,Town_name628\,Аз\,900000
629\,RU\,Town_name629\,Аз\,900000
630\,RU\,Town_name630\,Аз\,900000
631\,RU\,Town_name631\,Аз\,900000
632\,RU\,Town_name632\,Аз\,900000
633\,RU\,Town_name633\,Аз\,900000
634\,RU\,Town_name634\,Аз\,900000
635\,RU\,Town_name635\,Аз\,900000
636\,RU\,Town_name636\,Аз\,900000
637\,RU\,Town_name637\,Аз\,900000
638\,RU\,Town_name638\,Аз\,900000
639\,RU\,Town_name639\,Аз\,900000
640\,RU\,Town_name640\,Аз\,900000
641\,RU\,Town_name641\,Аз\,900000
642\,RU\,Town_name642\,Аз\,900000
643\,RU\,Town_name643\,Аз\,900000
644\,RU\,Town_name644\,Аз\,900000
645\,RU\,Town_name645\,Аз\,900000
646\,RU\,Town_name646\,Аз\,900000
647\,RU\,Town_name647\,Аз\,900000
648\,RU\,Town_name648\,Аз\,900000
649\,RU\,Town_name649\,Аз\,900000
650\,RU\,Town_name650\,Аз\,900000
651\,RU\,Town_name651\,Аз\,900000
652\,RU\,Town_name652\,Аз\,900000
653\,RU\,Town_name653\,Аз\,900000
654\,RU\,Town_name654\,Аз\,900000
655\,RU\,Town_name655\,Аз\,900000
656\,RU\,Town_name656\,Аз\,900000
657\,RU\,Town_name657\,Аз\,900000
658\,RU\,Town_name658\,Аз\,900000
659\,RU\,Town_name659\,Аз\,900000
660\,RU\,Town_name660\,Аз\,900000
661\,RU\,Town_name661\,Аз\,900000
662\,RU\,Town_name662\,Аз\,900000
663\,RU\,Town_name663\,Аз\,900000
664\,RU\,Town_name664\,Аз\,900000
665\,RU\,Town_name665\,Аз\,900000
666\,RU\,Town_name666\,Аз\,900000
667\,RU\,Town_name667\,Аз\,900000
668\,RU\,Town_name668\,Аз\,900000
669\,RU\,Town_name669\,Аз\,900000
670\,RU\,Town_name670\,Аз\,900000
671\,RU\,Town_name671\,Аз\,900000
672\,RU\,Town_name672\,Аз\,900000
673\,RU\,Town_name673\,Аз\,900000
674\,RU\,Town_name674\,Аз\,900000
675\,RU\,Town_name675\,Аз\,900000
676\,RU\,Town_name676\,Аз\,900000
677\,RU\,Town_name677\,Аз\,900000
678\,RU\,Town_name678\,Аз\,900000
679\,RU\,Town_name679\,Аз\,900000
680\,RU\,Town_name680\,Аз\,900000
681\,RU\,Town_name681\,Аз\,900000
682\,RU\,Town_name682\,Аз\,900000
683\,RU\,Town_name683\,Аз\,900000
684\,RU\,Town_name684\,Аз\,900000
685\,RU\,Town_name685\,Аз\,900000
686\,RU\,Town_name686\,Аз\,900000
687\,RU\,Town_name687\,Аз\,900000
688\,RU\,Town_name688\,Аз\,900000
689\,RU\,Town_name689\,Аз\,900000
690\,RU\,Town_name690\,Аз\,900000
691\,RU\,Town_name691\,Аз\,900000
692\,RU\,Town_name692\,Аз\,900000
693\,RU\,Town_name693\,Аз\,900000
694\,RU\,Town_name694\,Аз\,900000
695\,RU\,Town_name695\,Аз\,900000
696\,RU\,Town_name696\,Аз\,900000
697\,RU\,Town_name697\,Аз\,900000
698\,RU\,Town_name698\,Аз\,900000
699\,RU\,Town_name699\,Аз\,900000
700\,RU\,Town_name700\,Аз\,900000
701\,RU\,Town_name701\,Аз\,900000
702\,RU\,Town_name702\,Аз\,900000
703\,RU\,Town_name703\,Аз\,900000
704\,RU\,Town_name704\,Аз\,900000
705\,RU\,Town_name705\,Аз\,900000
706\,RU\,Town_name706\,Аз\,900000
707\,RU\,Town_name707\,Аз\,900000
708\,RU\,Town_name708\,Аз\,900000
709\,RU\,Town_name709\,Аз\,900000
710\,RU\,Town_name710\,Аз\,900000
711\,RU\,Town_name711\,Аз\,900000
