354041\,8365\,4074\,4074\,6\,1999\,401
354042\,8368\,4527\,4527\,6\,2000\,401
354043\,8370\,4478\,4478\,6\,2001\,401
354044\,8373\,4429\,4429\,6\,2002\,401
354045\,8375\,4380\,4380\,6\,2003\,401
354046\,8378\,4332\,4332\,6\,2004\,401
354047\,8380\,4282\,4282\,6\,2005\,401
354048\,8383\,4233\,4233\,6\,2006\,401
354049\,8385\,4184\,4184\,6\,2007\,401
354050\,8387\,4135\,4135\,6\,2008\,401
354051\,8390\,4086\,4086\,6\,2009\,401
354052\,8392\,4541\,4541\,6\,2010\,401
354053\,8395\,4492\,4492\,6\,2011\,401
354054\,8397\,4443\,4443\,6\,2012\,401
354055\,8400\,4393\,4393\,6\,2013\,401
354056\,8402\,4344\,4344\,6\,2014\,401
354057\,8405\,4295\,4295\,6\,2015\,401
354058\,8407\,4246\,4246\,6\,2016\,401
354059\,8410\,4197\,4197\,6\,2017\,401
354060\,8412\,4148\,4148\,6\,2018\,401
354061\,8415\,4098\,4098\,6\,2019\,401
354062\,8417\,4554\,4554\,6\,2020\,401
354063\,8420\,4505\,4505\,6\,2021\,401
354064\,8422\,4456\,4456\,6\,2022\,401
354065\,8425\,4406\,4406\,6\,2023\,401
354066\,8427\,4357\,4357\,6\,2024\,401
354067\,8430\,4308\,4308\,6\,2025\,401
354068\,8432\,4258\,4258\,6\,2026\,401
354069\,8434\,4209\,4209\,6\,2027\,401
354070\,8437\,4160\,4160\,6\,2028\,401
354071\,8439\,4110\,4110\,6\,2029\,401
354072\,8442\,4567\,4567\,6\,2030\,401
354073\,8444\,4518\,4518\,6\,2031\,401
354074\,8447\,4469\,4469\,6\,2032\,401
354075\,8449\,4419\,4419\,6\,2033\,401
354076\,8452\,4370\,4370\,6\,2034\,401
354077\,8454\,4320\,4320\,6\,2035\,401
354078\,8457\,4271\,4271\,6\,2036\,401
354079\,8459\,4221\,4221\,6\,2037\,401
354080\,8462\,4172\,4172\,6\,2038\,401
354081\,8464\,4122\,4122\,6\,2039\,401
354082\,8467\,4581\,4581\,6\,2040\,401
354083\,8469\,4531\,4531\,6\,2041\,401
354084\,8472\,4482\,4482\,6\,2042\,401
354085\,8474\,4432\,4432\,6\,2043\,401
354086\,8476\,4383\,4383\,6\,2044\,401
354087\,8479\,4333\,4333\,6\,2045\,401
354088\,8481\,4283\,4283\,6\,2046\,401
354089\,8484\,4234\,4234\,6\,2047\,401
354090\,8486\,4184\,4184\,6\,2048\,401
354091\,8489\,4134\,4134\,6\,2049\,401
354092\,8491\,4594\,4594\,6\,2050\,401
354093\,8494\,4544\,4544\,6\,2051\,401
354094\,8496\,4495\,4495\,6\,2052\,401
354095\,8499\,4445\,4445\,6\,2053\,401
354096\,8501\,4395\,4395\,6\,2054\,401
354097\,8504\,4346\,4346\,6\,2055\,401
354098\,8506\,4296\,4296\,6\,2056\,401
354099\,8509\,4246\,4246\,6\,2057\,401
354100\,8511\,4196\,4196\,6\,2058\,401
354101\,8513\,4146\,4146\,6\,2059\,401
354102\,8516\,4607\,4607\,6\,2060\,401
354103\,8518\,4558\,4558\,6\,2061\,401
354104\,8521\,4508\,4508\,6\,2062\,401
354105\,8523\,4458\,4458\,6\,2063\,401
354106\,8526\,4408\,4408\,6\,2064\,401
354107\,8528\,4358\,4358\,6\,2065\,401
354108\,8531\,4308\,4308\,6\,2066\,401
354109\,8533\,4258\,4258\,6\,2067\,401
354110\,8536\,4208\,4208\,6\,2068\,401
354111\,8538\,4158\,4158\,6\,2069\,401
354112\,8541\,4621\,4621\,6\,2070\,401
354113\,8543\,4571\,4571\,6\,2071\,401
354114\,8545\,4521\,4521\,6\,2072\,401
354115\,8548\,4471\,4471\,6\,2073\,401
354116\,8550\,4421\,4421\,6\,2074\,401
354117\,8553\,4371\,4371\,6\,2075\,401
354118\,8555\,4321\,4321\,6\,2076\,401
354119\,8558\,4271\,4271\,6\,2077\,401
354120\,8560\,4221\,4221\,6\,2078\,401
354121\,8563\,4170\,4170\,6\,2079\,401
354122\,8565\,4634\,4634\,6\,2080\,401
354123\,8568\,4584\,4584\,6\,2081\,401
354124\,8570\,4534\,4534\,6\,2082\,401
354125\,8573\,4484\,4484\,6\,2083\,401
354126\,8575\,4434\,4434\,6\,2084\,401
354127\,8578\,4383\,4383\,6\,2085\,401
354128\,8580\,4333\,4333\,6\,2086\,401
354129\,8582\,4283\,4283\,6\,2087\,401
354130\,8585\,4233\,4233\,6\,2088\,401
354131\,8587\,4182\,4182\,6\,2089\,401
354132\,8590\,4647\,4647\,6\,2090\,401
354133\,8592\,4597\,4597\,6\,2091\,401
354134\,8595\,4547\,4547\,6\,2092\,401
354135\,8597\,4497\,4497\,6\,2093\,401
354136\,8600\,4446\,4446\,6\,2094\,401
354137\,8602\,4396\,4396\,6\,2095\,401
354138\,8605\,4346\,4346\,6\,2096\,401
354139\,8607\,4295\,4295\,6\,2097\,401
354140\,8609\,4245\,4245\,6\,2098\,401
354141\,8612\,4194\,4194\,6\,2099\,401
354142\,8614\,4661\,4661\,6\,2100\,401
354143\,8617\,4610\,4610\,6\,2101\,401
354144\,8619\,4560\,4560\,6\,2102\,401
354145\,8622\,4510\,4510\,6\,2103\,401
354146\,8624\,4459\,4459\,6\,2104\,401
354147\,8627\,4409\,4409\,6\,2105\,401
354148\,8629\,4358\,4358\,6\,2106\,401
354149\,8632\,4307\,4307\,6\,2107\,401
354150\,8634\,4257\,4257\,6\,2108\,401
354151\,8637\,4206\,4206\,6\,2109\,401
354152\,8639\,4674\,4674\,6\,2110\,401
354153\,8641\,4623\,4623\,6\,2111\,401
354154\,8644\,4573\,4573\,6\,2112\,401
354155\,8646\,4522\,4522\,6\,2113\,401
354156\,8649\,4472\,4472\,6\,2114\,401
354157\,8651\,4421\,4421\,6\,2115\,401
354158\,8654\,4370\,4370\,6\,2116\,401
354159\,8656\,4320\,4320\,6\,2117\,401
354160\,8659\,4269\,4269\,6\,2118\,401
354161\,8661\,4218\,4218\,6\,2119\,401
354162\,8664\,4687\,4687\,6\,2120\,401
354163\,8666\,4637\,4637\,6\,2121\,401
354164\,8668\,4586\,4586\,6\,2122\,401
354165\,8671\,4535\,4535\,6\,2123\,401
354166\,8673\,4484\,4484\,6\,2124\,401
354167\,8676\,4434\,4434\,6\,2125\,401
